date_time,tweet,splchar1,splchar2,is_sarcastic
26-03-2021 03:34,"b'@Kimbr_jY3z77 #Sarcasm\nWhere else should they be, like in a POND? Of course they belong on the Rooftop!?\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",b'TreRoze',b'Portland CiTY R.i.P. RoSe',1
26-03-2021 03:11,b'as my indian friend would say about BLM movement~ \xe2\x80\x9cthis just doesn\xe2\x80\x99t affect me. im not black\xe2\x80\x9d #sarcasm // https://t.co/EXjjxpLh37',b'mara875',"b'MX, GER'",1
26-03-2021 03:02,b'@JClarkNBCS @NBCSPhilly It was absolutely disgusting the way Dwight Howard thrust his chest into Harrell\xe2\x80\x99s hands. H\xe2\x80\xa6 https://t.co/gwyWeYRMxP',b'MikeyG76',"b'Philadelphia, PA'",1
26-03-2021 02:56,b'This will teach you taxpaying citizens of Georgia to look after your own best interest. How dare you. #sarcasm\xe2\x80\xa6 https://t.co/nzaUCVbewt',b'Hofftastic',b'Minneapolis MN',1
26-03-2021 02:45,b'@acbowen I guess you haven\xe2\x80\x99t driven down Meade between 32nd Street and the 15 #sarcasm',b'loolindsayhoo',b'San Diego',1
26-03-2021 02:42,b'Mustache \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbb\n#nofilter #sarcasm \xf0\x9f\xa4\xa3 https://t.co/8T2IpMeJgB',b'RBRTPM',b'CDMX',1
26-03-2021 02:30,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'wit_twitt',b'',1
26-03-2021 02:29,b'Every morning I was Like where is my mobile. \n\nI want to say good morning to my twitter buddies.\n\n#sarcasm #writerslift',b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
26-03-2021 02:28,"b'Everyone is telling ways of earning, so now I know 1000+ ways of earning, but am not able to earn. Because I am con\xe2\x80\xa6 https://t.co/Ic47H3fctJ'",b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
26-03-2021 02:23,"b'@LeciaMichelle11 Well it\xe2\x80\x99s not like White Supremacy was thing before Trump, was it? #sarcasm'",b'CNarrativist',b'St. John\xe2\x80\x99s FL ',1
26-03-2021 02:12,b'@Coining203 @JohnEDeaton1 Sounds like they did a great job of protecting you as a XRP holder.  #sarcasm',b'DeanofXrp',"b'Florida, USA'",1
26-03-2021 01:58,"b'@AndyShain @postandcourier @henrymcmaster Well, only 9,000 people died, and some businesses stayed open, so...colla\xe2\x80\xa6 https://t.co/DjCRDeO4Tx'",b'teacupamazon',"b'Forest Acres, SC'",1
26-03-2021 01:55,"b""@PodSaveAmerica now that you've shown me the insanity of the questions the media asks, I can't  unsee/unhear it. So\xe2\x80\xa6 https://t.co/E4AwkxZjky""",b'mvanbrusven',b'Montana ',1
26-03-2021 01:54,"b""Tongue in cheek sarcasm from a man on the street. Proves you can't fool the public \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #Sarcasm #NoMoreEmptyPromises https://t.co/RuBVWmbtQ8""",b'LuisMonizMumbai',b'Mumbai',1
26-03-2021 01:54,b'@Justinmcjunkin1 @makunijiiro @benjyfishy @ClixHimself Ur the most mature person in the world #SARCASM https://t.co/ZQtlNPAhFb',b'EliCauthen',b'',1
26-03-2021 01:43,b'Don\xe2\x80\x99t be ashamed of who you are.\nThat\xe2\x80\x99s your parents job.\n #sarcasm #lol #Memes',b'nanaGhazzaoui',b'',1
26-03-2021 01:43,"b'Still up working. This white privilege is an awesome thing, you know having to burn the midnight oil. #Sarcasm'",b'Bound2Liberty',b'',1
26-03-2021 01:42,b'@twittydoodle #sarcasm?? Or kind of joke.. As without UPSC...  ??',b'nitin_kadiyan',"b'Lucknow, India'",1
26-03-2021 01:41,b'Hugh Laurie \xe2\x80\xa2\n\nThrowback Thursday\n\n...\n#series #love #sarcasm #TVSeries https://t.co/wMO2pNm6KZ',b'yourmoonlight_9',b'',1
26-03-2021 01:36,"b""@Hildylee @melissavcomedy I'll bet you were hilarious.... What does she know??? \n#Sarcasm""",b'ShameDoctor1',"b'Henderson, NV'",1
26-03-2021 01:27,b'@monacharen You forgot the gun crime!  #sarcasm',b'MahGill',"b'Hampstead, NC'",1
26-03-2021 01:23,b'@Sam_Fibonacci @BlackKnight10k Because the Kinder Surprise egg could contain a nuclear weapon or a bazooka. \n#sarcasm',b'colonelBOB2020',b'OUR UNIVERSE',1
26-03-2021 01:22,b'@thehill No one says it quite as eloquently as @marcorubio #sarcasm #layingitonprettythick',b'HeartlandStrg',"b'Missouri, USA'",1
26-03-2021 01:21,b'How appropriate! #Sarcasm intended. https://t.co/b8usgHcXxF',b'JeffreyAWillia4',b'Gunter Texas',1
26-03-2021 01:16,b'@ThinkerWishful @AvaCincy @ChicagoBears @andydalton14 And he did so much fir the Cowboys last season with an incred\xe2\x80\xa6 https://t.co/mGPeRKmNbK',b'beeman_dani',b'',1
26-03-2021 00:46,"b'I know we give up a lot of shots, but dang! So proud of Lankinen for his heroic performance so far!\xf0\x9f\xa4\xa3 #Sarcasm\xe2\x80\xa6 https://t.co/TuqjjHw2eR'",b'brooke_lofo',"b'Illinois, USA'",1
26-03-2021 00:39,b'@VandanaHari_SG May be OPEC should strive for 150 % compliance (Production cuts) and who knows.. crude may rally back to $ 100 #Sarcasm',b'UnagK',b'Gurgaon',1
26-03-2021 00:20,"b""@ThePushpendra_ I don't agree with you, as long as it's not reported on @ndtv @WIRED @TheQuint .\n\nYou have a phobia\xe2\x80\xa6 https://t.co/JI8pCMeQTb""",b'vphadx',b'',1
26-03-2021 00:18,"b'""Hi Alain,\nThis is twitter. Have we met?"" #sarcasm https://t.co/jX3GjX7fkk https://t.co/QoOhSYtGEv'",b'Wildcat4lyfe',b'Orlando',1
26-03-2021 00:09,"b'@kosuch8 @cnnbrk Yea, because no school has ever required students to get vaccines.  And a private one certainly has no right to!!! #sarcasm'",b'GabeTheCentrist',"b'South Florida, USA'",1
26-03-2021 00:07,b'@mattlabelle @BeauvoisinM They make allot of passes... among themselves... #sarcasm',b'FP3Pinarello',"b'Ontario, Canada'",1
26-03-2021 00:06,b'Not sure but I bet they got that @LeeHurstComic booked for the season. \n\nO wait I remember now - #Brexlins the plac\xe2\x80\xa6 https://t.co/JTe44k6mC0',b'lulinspector',b'#Censored #LondonUnderground',1
26-03-2021 00:04,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'MyWitsEndTweet',b'',1
26-03-2021 00:00,b'Why education can\xe2\x80\x99t pursue meee!? This one sided thing nah guh work \xf0\x9f\x98\x92 \n\n#education #sarcastic #sarcasm #funnytweet #entaglement',b'dreimmophoto',b'Jamaica',1
25-03-2021 23:59,b'@KennethWReid I\xe2\x80\x99m 6\xe2\x80\x993\xe2\x80\x9d that would look \xe2\x80\x9cfantastic!\xe2\x80\x9d On me.\n#sarcasm',b'kmoto312',b'Ill',1
25-03-2021 23:57,b'@kaitlancollins Your question was ridiculous. Congratulations on the sound bite. #sarcasm #useless',b'Cyndiu',"b'Connecticut, USA'",1
25-03-2021 23:43,b'@lizzieohreally Not at all!  Your kids would be so proud!  #sarcasm',b'millerth3',b'',1
25-03-2021 23:29,"b""I think I'll go with the second one. \xf0\x9f\x98\x81\xf0\x9f\x9b\x8d\xf0\x9f\x98\x82\n.\nShop here:\nhttps://t.co/ScKnkjPXrv\n.\n.\n#TwoFatChimps #FunnyShirts\xe2\x80\xa6 https://t.co/UhxBsovhxF""",b'twofatchimps',b'',1
25-03-2021 22:56,"b""@covie_93 The right doesn't get shade when it's thrown at them. #sarcasm #humor""",b'JoAnnaMarie211',"b'Odessa, TX'",1
25-03-2021 22:50,b'So excited that my state gets to be even more ignorant and hateful. #sarcasm \xf0\x9f\x99\x84 This ISN\xe2\x80\x99T fair and I absolutely hat\xe2\x80\xa6 https://t.co/IJucMjwVPG',b'teachercap_e',"b'Arkansas, USA'",1
25-03-2021 22:39,b'@Timcast #sarcasm or Onion headline????',b'nickeaster19',b'',1
25-03-2021 22:16,b'@mattramage @NFLonFOX Over reaction month @NFLonFOX. With great respectful talent like @RealSkipBayless I expected better. #sarcasm',b'RJH6504',b'',1
25-03-2021 22:11,b'@RealAKing @JoshKovensky @WHCOS @POTUS45 #sarcasm love it.',b'GrumpyOldeDude',"b'Victoria, Australia'",1
25-03-2021 22:09,b'Totally right \xe2\x99\x89\xef\xb8\x8f #sarcasm https://t.co/QMKbD0S7Ma',b'gnl_brs',"b'California, USA'",1
25-03-2021 22:04,b'@abby4thepeople So this is a thread about the 6 minute AMAZON pee break. Can\xe2\x80\x99t wait for this sweatshop to be on my\xe2\x80\xa6 https://t.co/65ebW9yYr7',b'resident_north',"b'North Ferriby, England'",1
25-03-2021 22:00,"b""@LcdViews @BorisJohnson Well, that didn't last long. I can't imagine where it all went wrong? \xf0\x9f\xa4\xac #sarcasm\xe2\x80\xa6 https://t.co/j1xaGofNF3""",b'Mummy4all',b'North West',1
25-03-2021 21:59,"b""Well, that didn't last long. I can't imagine where it all went wrong? \xf0\x9f\xa4\xac #sarcasm @GavinWilliamson @educationgovuk\xe2\x80\xa6 https://t.co/aUflwG2IRv""",b'Mummy4all',b'North West',1
25-03-2021 21:56,"b'@ICannot_Enough But they did go bankrupt, like multiple times. Every time a \xe2\x80\x9ctesla killer\xe2\x80\x9d was released the company\xe2\x80\xa6 https://t.co/ro4d5u4YMa'",b'nekware',b'',1
25-03-2021 21:53,b'@bblock29 Bless his fukin heart. \n#sarcasm',b'SamPatochek',"b'North Carolina, USA'",1
25-03-2021 21:36,b'Finally... a scientific explanation to why sarcastic people are wankers. #uberfacts #sarcasm #sarcastic #vv\xc3\xa5nk\xc4\x97r https://t.co/w6LukLDOKF',b'afcukingcnut',b'We are not wired up the same\xf0\x9f\xa7\xa0',1
25-03-2021 21:19,b'@TJ_Henning @NickESPN590 \nListening to TJ talk about Brody Belk beating out Luke is great radio! #SARCASM',b'Mr_Maverick5',b'Nebraska',1
25-03-2021 21:16,b'@Wowhead Congratulations to the genius who had this brilliant idea. It was everything we needed at the moment. I co\xe2\x80\xa6 https://t.co/oKRizgqO3L',b'PSYzera_',"b'Goi\xc3\xa1s, Brasil'",1
25-03-2021 21:15,b'All cures for Covid always led to need for more and more vaccines. #NewCovidScience #sarcasm https://t.co/2nJTzYCg3P',b'SinisaCatic',"b'Ottawa, Ontario, Canada'",1
25-03-2021 21:15,"b""@EricGirardMFQ @LacsaP74 In english please, we're in Caqbec!\n\n#sarcasm""",b'Chat_Sidere',b'',1
25-03-2021 21:09,b'@esweany Part of why I left the academy. Expectations are sky high. Compensation is pitiful. This and you often get\xe2\x80\xa6 https://t.co/wEdTRspMzX',b'coryke',b'Arizona',1
25-03-2021 21:08,"b""@GMA Yeah he was on fire wasn't he? #sarcasm""",b'vblow',b'Margaret Al',1
25-03-2021 21:05,b'@KySportsRadio Back to UK \xf0\x9f\xa4\x94\xf0\x9f\x98\x82#Sarcasm',b'bigbluefan1981',"b'Viper, KY'",1
25-03-2021 20:59,"b'@AndrewNebus Goal setting with some delta and a little united, seems very american. #PunIntended #Wordplay\n\nNo more\xe2\x80\xa6 https://t.co/hGDWHI1kYL'",b'sunderks',b'san francisco',1
25-03-2021 20:53,b'Looking good #Saskatchewan! \n\nhttps://t.co/NfLkipyJv8\n\n#sarcasm #COVID19 https://t.co/u6gPFv2BFK',b'juliotrestel',"b'Saskatoon, Saskatchewan'",1
25-03-2021 20:41,"b""It's so nice to have a pro gun anti medicinal marijuana governor. #sarcasm""",b'BRVogt',"b'Lincoln, Nebraska'",1
25-03-2021 20:35,b'@VinceGottalotta Shock of all shocks.  Old white guy knows nothing about abortion access. #Sarcasm',b'DukeJeopardy',b'San Francisco',1
25-03-2021 20:25,"b""@EdRushman It doesn't matter if he's not wearing any cloths, so long as he's wearing a mask.\n\n#sarcasm""",b'DaleWil39870290',b'',1
25-03-2021 20:22,"b'""Even when you are about to deliver a child &amp; your husband approaches you, you must give in.""\n\xf0\x9f\xa4\xa2\xf0\x9f\xa4\xae\xf0\x9f\x98\xa8\n\nWTF.\nNow how do\xe2\x80\xa6 https://t.co/0PUyh70c3I'",b'leelaraagam',"b'East Coast, USA'",1
25-03-2021 20:18,b'@newsobserver What? Is the Constitution suspended in Atlanta?\n#sarcasm \nIf a good guy had been in the Boulder store\xe2\x80\xa6 https://t.co/6UEZFrjMd5',b'attyjpiv',b'Atlantic Seaboard USA',1
25-03-2021 20:12,"b'It\'s said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""'",b'JokeUntranslatd',b'',1
25-03-2021 20:04,"b'@Blackhearted_1 @digitalfoundry I love video games, but if you missed out on a game due to not having the right har\xe2\x80\xa6 https://t.co/G8OaIz8ghi'",b'phillerong',"b'South West, England'",1
25-03-2021 19:57,b'But But Liberal appointees.  #sarcasm https://t.co/OEmOOVsGDA',b'dadzez',b'Newfoundland and Labrador',1
25-03-2021 19:55,b'@SpacGuru @Spacul8r please roll next into $MORE coin ...#Sarcasm @getmorecoin',b'MamaBitcoin',b'Austin',1
25-03-2021 19:55,b'Splash #sarcasm. Maybe Linsanity will be up soon https://t.co/g0rMAZV4tQ',b'TheCityGFX',b'Bay Area | NYC | Bay Area',1
25-03-2021 19:52,"b'One always says(&amp; rightly so) not to blame the clothes, the time, the drink, &amp; ultimately the woman herself for a m\xe2\x80\xa6 https://t.co/iWaDz3TZm9'",b'leelaraagam',"b'East Coast, USA'",1
25-03-2021 19:45,b'Proper performance of the national anthem by England there. Hair on my neck stood up. Liz would be proud. #sarcasm #ENGSMR',b'CraigHoll96',"b'Pembroke, Wales'",1
25-03-2021 19:43,b'Wow the passion they showed when they  sung the National Anthem. #sarcasm #giveitsome #EngSan @England',b'djbeard1',"b'Peterborough, England'",1
25-03-2021 19:42,"b""@amazonnews @repmarkpocan Yeah, who likes eating and sleeping indoors? It's not like people work for pennies doing\xe2\x80\xa6 https://t.co/5uqAZhKAjs""",b'OssiansFolly',"b'Cleveland, OH'",1
25-03-2021 19:41,"b'Why does my spellcheck change ""user"" to ""prey""\n\n(Do I really need a #sarcasm tag?)'",b'BobFrankston',b'Ambiguous',1
25-03-2021 19:41,b'@claudia_darlin @BlackWidowJola \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 I would say a typical woman but then all the women will be offended! #sarcasm',b'NanotechWitch',b'away from home',1
25-03-2021 19:35,b'@JClarkNBCS great reporting #sarcasm',b'revengebets',"b'Philadelphia, PA'",1
25-03-2021 19:31,b'@HoustonRockets did a remarkable job \xf0\x9f\x99\x88. They traded James Harden for Kelly Olynyk and Avery Bradley \xf0\x9f\x99\x88 #sarcasm #tradedeadline',b'burito_69_',"b'Prevalje, Slovenia'",1
25-03-2021 19:24,b'Oladipo to the Heat? Huh. I had no idea he wanted to play there. #sarcasm',b'naptownsports',"b'Indianapolis, IN'",1
25-03-2021 19:19,"b'I just love it when an anime concludes by killing the hero, then having the heroine unintentionally revive him as a\xe2\x80\xa6 https://t.co/GTPVJAv8b3'",b'JeskaiAngel',b'',1
25-03-2021 19:16,"b'@USMNTvideos BUT GREEN PLAYS IN EUROPE, SIR. #sarcasm'",b'101singer',"b'Lower Manhattan, the (212).'",1
25-03-2021 19:10,"b'@BlackKnight10k ...and why doesn\'t @POTUS @JoeBiden\never say that ""HE IS THE CHOOSEN ONE?""\nWhat kind of presidency\xe2\x80\xa6 https://t.co/Q2yYx23H8j'",b'colonelBOB2020',b'OUR UNIVERSE',1
25-03-2021 19:09,b'Surprised #BlinkyWheels could come up with such dubiousness #Sarcasm https://t.co/i8ssAXU4Hr https://t.co/EYgMl3wXHQ',b'TaraHerren1',"b'Tulsa, OK'",1
25-03-2021 19:08,"b""The residents of @PattyHajdu's Electoral District must be real proud of how well she's performed, her paying people\xe2\x80\xa6 https://t.co/HkVTKQUgHU""",b'L_Neufeld',b'',1
25-03-2021 19:01,b'@Kwjazzman @gothedistance49 @jinx532 @amccullough105 but he shot 1-17 or whatever last night. we need to trade him\xe2\x80\xa6 https://t.co/nRwqNDPjo6',b'UtahSysAdmin',"b'Utah, USA'",1
25-03-2021 18:59,"b'But just like Hijab, this is also a choice.\n\n#sarcasm https://t.co/L7uHkic1sh'",b'leelaraagam',"b'East Coast, USA'",1
25-03-2021 18:50,"b'I\xe2\x80\x99m so glad she cleared that up, it was so much more important then COVID, or gun control, or infrastructure...\xe2\x80\xa6 https://t.co/tlnFNdREoe'",b'whosnxt',"b'Maryland, USA'",1
25-03-2021 18:48,b'@deesther19 @JeffVeillette Like the .. Mitch Marner is too Small for the NHL ..story he wrote back in 2016. #sarcasm',b'jordannyland',b'',1
25-03-2021 18:47,"b'Gee, I\xe2\x80\x99m shocked. #sarcasm https://t.co/rTfXjtK3J8'",b'payne_tammi',"b'Owensboro, KY'",1
25-03-2021 18:46,"b'And in less than an hour Twitter has suppressed the trending ""Senate 120""....\n\nGood Job twitter. We can see your co\xe2\x80\xa6 https://t.co/5xeVjH0rKX'",b'danny_goal04',b'',1
25-03-2021 18:44,b'@thatjuliacho Oh no that was just #sarcasm! I was in utter disbelief when that happened to me at a KAD panel discussion \xf0\x9f\xa4\xaf',b'ellwynk',"b'Los Angeles, Seoul'",1
25-03-2021 18:31,b'$IDEX  That 11 cent run-up was fun today.  Hope you caught it. #sarcasm',b'TroyWestRadio',"b'Houston, TX'",1
25-03-2021 18:30,b'@vstein33 @ScottAdamsSays 120 years ago was a joke.  #sarcasm',b'JackieSOK',b'Oklahoma',1
25-03-2021 18:19,b'@FinancialJuice I agree. That\xe2\x80\x99s why we need to tax the rich and raise corporate taxes. That\xe2\x80\x99ll draw investors in!! #sarcasm',b'kunalnavani',b'United States',1
25-03-2021 18:17,"b'#sarcasm But! ""We\'re all Black!"" and ""This is divisive!""  and ""Racism doesn\'t care which country your family is fro\xe2\x80\xa6 https://t.co/D0mo9CpiMQ'",b'whisperwatch',b'',1
25-03-2021 18:17,b'@RajeevMatta @Asifrahmanmolla Okay on that day the morning paper come with the headlines. Idiotic bhakts and citize\xe2\x80\xa6 https://t.co/ilyGO9UkDL',b'petr0l_head_',b'India',1
25-03-2021 18:17,b'@samesfandiari Like Embiid or Simmons #Sarcasm #obviously',b'dubnation_live',b'',1
25-03-2021 18:16,b'@JillEBond @Shea7Shea CHALLENGE ACCEPTED!\n(Sure he\xe2\x80\x99s over on Fox crowing about this #sarcasm)',b'kinziemat',b'IN',1
25-03-2021 18:13,b'@JoeBiden @POTUS Keep reading the notes under the glass Joe. Noone notices it\n#sarcasm',b'JoeFinneganSr',b'',1
25-03-2021 18:11,b'@ashtonpittman #sarcasm obvi',b'jallen1985',b'Mississippi',1
25-03-2021 18:03,b'@BlackKnight10k ...and ban those darn Lawn Darts. \nOne person was killed using these weapons of mass destruction.\xe2\x80\xa6 https://t.co/kgldkx0pfO',b'colonelBOB2020',b'OUR UNIVERSE',1
25-03-2021 18:01,"b'My question is, being his first press conference in the White House....\nIs it really in the White House? Or, is it\xe2\x80\xa6 https://t.co/SLJUukLGdF'",b'gonzigirl',b'Minnesota',1
25-03-2021 18:00,b'But we are the best team in the world. Why mess with that. #sarcasm https://t.co/qOJLgAprQx',b'RunrScientist',"b'Cambridge, MA'",1
25-03-2021 17:56,"b'@robbehnke22 @Liz_Wheeler Luckily, you are, bot. #Sarcasm'",b'NosferatuVK',b'Chicago',1
25-03-2021 17:55,"b""@mikefreemanNFL I'm shocked...\xf0\x9f\x98\xb6. #Sarcasm""",b'Repugnantclowns',"b'Live From Planet Earth, USA'",1
25-03-2021 17:50,"b""I just ordered this awesome #coffeemug \n\nGet 15% off your order today! \n\nHere's the link: https://t.co/f9wgyGSGGJ\xe2\x80\xa6 https://t.co/G1BwwEDa6K""",b'SweetStephanie7',"b'Rockland County, NY'",1
25-03-2021 17:48,b'@whamboozle We can all just wear pajamas to work and weddings and whatnot cos artistry and self-expression is a sil\xe2\x80\xa6 https://t.co/jeYtWBcUmU',b'jenicka13',"b'Illinois, USA'",1
25-03-2021 17:47,"b'Not forcing them to have a funeral or cremation?! #sarcasm  \nI knew there was decency, compassion and humanity out\xe2\x80\xa6 https://t.co/qsA4N2ys6n'",b'amerzrice',"b'Minneapolis, MN'",1
25-03-2021 17:34,"b'""How far are you willing to go to keep your promises to the American people?"" Great job, @AP. Tough question!\xe2\x80\xa6 https://t.co/gVIhNGE0vx'",b'gary_weiss',b'',1
25-03-2021 17:24,"b'Big shout out to @Facebook for continuing to hide the posts of most people/pages you follow, yet making sure every\xe2\x80\xa6 https://t.co/TuK6XR2PFS'",b'squishbug76',b'Arlington WA',1
25-03-2021 17:22,b'@AngryScoutVet Well maybe if he ran a 4.3 when helping the woman it would be possible...#sarcasm',b'DrewBoylhart',"b'Albany, NY former Buffalo, NY'",1
25-03-2021 17:20,"b""Remember everyone, consent is sexy in every situation except when you're taking someone's creative work without pay\xe2\x80\xa6 https://t.co/VWBuNqtvIh""",b'lzsthw',"b'Miami Beach, FL'",1
25-03-2021 17:16,b'Thank God the Biden administration is finally going to share some info with the public in a few minutes. #sarcasm',b'HillaryWarnedUs',b'',1
25-03-2021 17:12,b'Maybe @ratemyskyperoom got to her. #sarcasm https://t.co/8DnNYSo0Zg',b'MaryRarick',"b'Portland, OR'",1
25-03-2021 17:11,b'..who ever was searching for xxx pictures must have been really pissed when all they found was concert footage \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xe2\x80\xa6 https://t.co/tyP79NAFSH',b'MyLindseyAnn',b'Never never land',1
25-03-2021 16:55,b'@latortuga78 @itsJeffTiedrich Because he so much smarter than all of us.  #sarcasm',b'improvscott',"b'Charlotte, NC'",1
25-03-2021 16:53,"b'@brianchastings ""but...but..but the good guy with guns are needed to stop the criminals who dont follow the law"" #Sarcasm'",b'hunchoBarbarian',b'Los Angeles',1
25-03-2021 16:51,"b'@fallenhitokiri #NodeJS? Except pad-left, nothing will go wrong #sarcasm'",b'kitrakl',b'California',1
25-03-2021 16:43,b'@SportsMoore @OrlandoMagic Ummmm\xe2\x80\xa6 that was a joke. But thanks for the additional info. #sarcasm',b'MikeHallihan',"b'Toronto, ON via The Maritimes'",1
25-03-2021 16:40,b'Mind; Tell me something funny. \nMe; Try to look yourself. \nMind; how? \nMe; You said tell me something funny. \nMind;\xe2\x80\xa6 https://t.co/ggy6rB2a96',b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
25-03-2021 16:33,"b""The vaccine story in a few charts. However, I think the UK government's handling of the pandemic is terrible. Worst\xe2\x80\xa6 https://t.co/f5oWsZEfQo""",b'sarumbear',"b'Salisbury-Southampton, UK'",1
25-03-2021 16:30,b'Someone every problem has a solution.\nMe okay; Tell me the square root of 14444444411111144444444444411144444441144\xe2\x80\xa6 https://t.co/G22ox1F4IZ',b'pushpu0071',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4',1
25-03-2021 16:25,b'Just a thought https://t.co/Jc5WpubU2Z #ThursdayThoughts #Sarcasm #humor #tshirts #tshirtshop #RetweeetPlease',b'ArtByPemPhoto',b'Southern California',1
25-03-2021 16:20,b'When they respond with better #sarcasm instead of being offended.',b'sugarscigarette',b'Milky Way',1
25-03-2021 15:55,"b""@ILikeitPalat @AshTag84 would you please stop talking about #gobolts jerseys! You're giving me the itch to get anot\xe2\x80\xa6 https://t.co/ABL5eKZRLv""",b'COttenTBL',"b'Florida, USA'",1
25-03-2021 15:55,b'Accurate \xf0\x9f\x98\x82\n\n#smileoftheday #memeoftheday #partylife #dancemusic #edm #house #techno #electronic #sarcasm #funny\xe2\x80\xa6 https://t.co/KvvnadC0Mi',b'TranceEnergyORG',b'WorldWide',1
25-03-2021 15:54,b'@MacumberCarol @mikejopek Ooo! Buy it up and rent it out for $2000 month #sarcasm ! Yes...the housing situation in Montana is rediculous.',b'StarvingInMT',b'Montucky',1
25-03-2021 15:49,"b'I\'m sure this is just @JustinTrudeau ""Working hard for the middle class, and those trying to join it"" ... I mean we\xe2\x80\xa6 https://t.co/aAMctPp6wL'",b'ItsGodzirra',"b'Regina, Saskatchewan'",1
25-03-2021 15:06,b'Simon Armitage? A hack\n\nCarol Ann who?\n\nTHIS is soulful poetry that speaks to the depths of ones being #sarcasm https://t.co/8QDuZrmYBT',b'Matt_Dean1994',"b'Manchester, England'",1
25-03-2021 14:59,"b'@CNN Hello?? Of course he was there. \n\nIt would\xe2\x80\x99ve been rude if he wasn\xe2\x80\x99t, considering @mtgreenee invited him!\n\nHav\xe2\x80\xa6 https://t.co/yIZrIGSsIy'",b'CariocaFL',b'South Florida',1
25-03-2021 14:56,b'@KMMcCammack You forgot to include #sarcasm tag with that post',b'Hoosier7883',b'NC Indiana',1
25-03-2021 14:54,b'Love working from home sipping on my tea whilst a customer tells me I\xe2\x80\x99m useless. #sarcasm',b'x_Batsi',b'England',1
25-03-2021 14:50,"b'@marcoarment ""Pfft, of course there\'s other ways.  You can have a Google search link to the AppStore, link to it fr\xe2\x80\xa6 https://t.co/mPs6lNXtrD'",b'JasonDeArte',"b'Orange County, CA, USA'",1
25-03-2021 14:47,b'A current picture of white named but colored journalism. #Sarcasm https://t.co/a3Zzt4skXb',b'magical_key',b'hell',1
25-03-2021 14:43,b'Oh yes. \xf0\x9f\x92\xaf\xf0\x9f\x98\x82\xf0\x9f\xa7\x81\n.\nLike this? Link below:\nhttps://t.co/eMlNOmKCjl\n.\n#TwoFatChimps #Funny #Sarcastic #Sarcasm #Gift\xe2\x80\xa6 https://t.co/pKdBR5m32H',b'twofatchimps',b'',1
25-03-2021 14:40,b'Two auditoriums. My boothmate has her individual booth in the other auditorium. We pass the baton via text message.\xe2\x80\xa6 https://t.co/NR9H9ykwr1',b'translationtalk',b'',1
25-03-2021 14:37,b'@laurenTarshis I love the new resources!  Answers like this are what make me love 5th grade. #teacherlife Who says\xe2\x80\xa6 https://t.co/6yGIyUZuKN',b'DileyTeacher',b'Ohio',1
25-03-2021 14:22,b'@JeffBar54840954 @redsteeze @neontaster you mean 11 million more than Obama right?\n\nbesides if 2020 shows us anythi\xe2\x80\xa6 https://t.co/tDIOjK4B1v',b'vickitvohio',"b'Akron, OH'",1
25-03-2021 14:18,b'@Rgbblues @MsLisaHendricks @MomsDemand @Everytown Send me the channel to your news content.  Sounds exilerating and\xe2\x80\xa6 https://t.co/M76oSKBpR7',b'RjsaucyBird',b'',1
25-03-2021 14:05,b'Forget behaviour\n\nEven my handwriting depends on my mood..\n.\n.\n.\n#humorvation #memes #sarcasm #sarcasticmemes #thedesimorons #theindiantweet',b'Just_Bow_Things',b'',1
25-03-2021 14:02,"b'I cannot wait for the time, when you will have to be vaccinated to get a mortgage...\n\n#COVID19 #sarcasm'",b'HonzaCZUK',"b'Buckden, England'",1
25-03-2021 13:59,b'Bubba is really the best killer and so fun to go against:DD #sarcasm #DeadbyDaylight https://t.co/J4YfvqAO5E',b'Adenreads',"b'Drammen, Norge'",1
25-03-2021 13:52,"b'@cooperian56 Coop you forgot a hashtag, \n\n#sarcasm https://t.co/ao9p4qEuTh'",b'1RoguePoet',b'Vancouver Island',1
25-03-2021 13:38,b'BREAKING NEWS!\n\nShang Chi movie being made!!\n\n(#Sarcasm)',b'QuixoticComics',"b'Toronto, Ontario'",1
25-03-2021 13:38,b'@MattWSB @ErinMayeQuade It\xe2\x80\x99s his right! #freedom #sarcasm @GOP',b'amerzrice',"b'Minneapolis, MN'",1
